time_s,theta_rad,omega_rad_s,u,pwm_command,next_theta_rad,next_omega_rad_s,reward
1.540000000000000036e+00,3.250542329624295235e-03,9.083141048904508352e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250544425100088120e-03,9.123180643655359745e-05,-1.066819509689791585e-04
1.550000000000000044e+00,3.250544425100088120e-03,9.123180643655359745e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250544192269444466e-03,9.036732808453962207e-05,-1.066820951263517753e-04
1.560000000000000053e+00,3.250544192269444466e-03,9.036732808453962207e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250541631132364273e-03,9.076592687051743269e-05,-1.066817207743270951e-04
1.570000000000000062e+00,3.250541631132364273e-03,9.076592687051743269e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250543028116226196e-03,9.116261207964271307e-05,-1.066818487573328124e-04
1.580000000000000071e+00,3.250543028116226196e-03,9.116261207964271307e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250542096793651581e-03,9.029214561451226473e-05,-1.066819454282455558e-04
1.590000000000000080e+00,3.250542096793651581e-03,9.029214561451226473e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250538604333996773e-03,9.068228246178478003e-05,-1.066815185726309668e-04
1.600000000000000089e+00,3.250538604333996773e-03,9.068228246178478003e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250539069995284081e-03,9.106775542022660375e-05,-1.066815873913918780e-04
1.610000000000000098e+00,3.250539069995284081e-03,9.106775542022660375e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250543493777513504e-03,9.146126103587448597e-05,-1.066819107521894348e-04
1.620000000000000107e+00,3.250543493777513504e-03,9.146126103587448597e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250545589253306389e-03,9.059745207196101546e-05,-1.066822044320084507e-04
1.630000000000000115e+00,3.250545589253306389e-03,9.059745207196101546e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250545356422662735e-03,9.100430179387331009e-05,-1.066819834762401881e-04
1.640000000000000124e+00,3.250545356422662735e-03,9.100430179387331009e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250542795285582542e-03,9.013878297992050648e-05,-1.066819792274738103e-04
1.650000000000000133e+00,3.250542795285582542e-03,9.013878297992050648e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250537905842065811e-03,9.052881796378642321e-05,-1.066814523823862888e-04
1.660000000000000142e+00,3.250537905842065811e-03,9.052881796378642321e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250536741688847542e-03,9.090912499232217669e-05,-1.066814190444778594e-04
1.669999999999999929e+00,3.250536741688847542e-03,9.090912499232217669e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250539535656571388e-03,9.129224054049700499e-05,-1.066816347104684458e-04
1.679999999999999938e+00,3.250539535656571388e-03,9.129224054049700499e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250539768487215042e-03,9.041248267749324441e-05,-1.066818118408288196e-04
1.689999999999999947e+00,3.250539768487215042e-03,9.041248267749324441e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250537673011422157e-03,9.079728624783456326e-05,-1.066814611912940208e-04
1.699999999999999956e+00,3.250537673011422157e-03,9.079728624783456326e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250539302825927734e-03,9.118121670326218009e-05,-1.066816043123872717e-04
1.709999999999999964e+00,3.250539302825927734e-03,9.118121670326218009e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250544890761375427e-03,9.157691238215193152e-05,-1.066820025241081260e-04
1.719999999999999973e+00,3.250544890761375427e-03,9.157691238215193152e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250547917559742928e-03,9.071910608327016234e-05,-1.066823739179489374e-04
1.729999999999999982e+00,3.250547917559742928e-03,9.071910608327016234e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250549081712961197e-03,9.113596024690195918e-05,-1.066822364018139022e-04
1.739999999999999991e+00,3.250549081712961197e-03,9.113596024690195918e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250547917559742928e-03,9.028478962136432528e-05,-1.066823237365331384e-04
1.750000000000000000e+00,3.250547917559742928e-03,9.028478962136432528e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250544425100088120e-03,9.069397492567077279e-05,-1.066818999885306039e-04
1.760000000000000009e+00,3.250544425100088120e-03,9.069397492567077279e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250545123592019081e-03,9.109887469094246626e-05,-1.066819844935695295e-04
1.770000000000000018e+00,3.250545123592019081e-03,9.109887469094246626e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250543493777513504e-03,9.023452003020793200e-05,-1.066820422422579969e-04
1.780000000000000027e+00,3.250543493777513504e-03,9.023452003020793200e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250539535656571388e-03,9.062887693289667368e-05,-1.066815795825193109e-04
1.790000000000000036e+00,3.250539535656571388e-03,9.062887693289667368e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250539535656571388e-03,9.101680188905447721e-05,-1.066816146147333655e-04
